Province,Occupation,Year,_1st_quatile,_2nd_quatile,_3rd_quatile,_4th_quatile,Total
Yukon,2222 - Agricultural and fish products inspectors,2019,Nan,Nan,Nan,Nan,Nan
Yukon,2225 - Landscape and horticulture technicians and specialists,2019,Nan,Nan,Nan,Nan,Nan
Yukon,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2019,Nan,Nan,Nan,Nan,Nan
Yukon,8431 - General farm workers,2019,0,3,0,0,3
Yukon,8432 - Nursery and greenhouse workers,2019,0,0,0,0,0
Yukon,8611 - Harvesting labourers,2019,Nan,Nan,Nan,Nan,Nan
Yukon,0821 - Managers in agriculture,2020,0,0,0,0,0
Yukon,0823 - Managers in aquaculture,2020,Nan,Nan,Nan,Nan,Nan
Yukon,"2123 - Agricultural representatives, consultants and specialists",2020,0,0,0,0,0
Yukon,2222 - Agricultural and fish products inspectors,2020,Nan,Nan,Nan,Nan,Nan
Yukon,2225 - Landscape and horticulture technicians and specialists,2020,Nan,Nan,Nan,Nan,Nan
Yukon,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2020,Nan,Nan,Nan,Nan,Nan
Yukon,8431 - General farm workers,2020,0,0,0,0,0
Yukon,8432 - Nursery and greenhouse workers,2020,0,3,3,0,3
Yukon,8611 - Harvesting labourers,2020,Nan,Nan,Nan,Nan,Nan
Yukon,0821 - Managers in agriculture,2021,0,0,0,0,0
Yukon,0823 - Managers in aquaculture,2021,Nan,Nan,Nan,Nan,Nan
Yukon,"2123 - Agricultural representatives, consultants and specialists",2021,0,0,0,0,0
Yukon,2222 - Agricultural and fish products inspectors,2021,Nan,Nan,Nan,Nan,Nan
Yukon,2225 - Landscape and horticulture technicians and specialists,2021,Nan,Nan,Nan,Nan,Nan
Yukon,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2021,Nan,Nan,Nan,Nan,Nan
Yukon,8431 - General farm workers,2021,0,0,0,0,0
Yukon,8432 - Nursery and greenhouse workers,2021,3,0,0,0,3
Yukon,8611 - Harvesting labourers,2021,Nan,Nan,Nan,Nan,Nan
Yukon,0821 - Managers in agriculture,2022,0,0,0,0,0
Yukon,0823 - Managers in aquaculture,2022,Nan,Nan,Nan,Nan,Nan
Yukon,"2123 - Agricultural representatives, consultants and specialists",2022,0,0,0,0,0
Yukon,2222 - Agricultural and fish products inspectors,2022,Nan,Nan,Nan,Nan,Nan
Yukon,2225 - Landscape and horticulture technicians and specialists,2022,Nan,Nan,Nan,Nan,Nan
Yukon,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2022,Nan,Nan,Nan,Nan,Nan
Yukon,8431 - General farm workers,2022,0,0,3,0,3
Yukon,8432 - Nursery and greenhouse workers,2022,0,0,0,0,0
Yukon,8611 - Harvesting labourers,2022,Nan,Nan,Nan,Nan,Nan
Yukon,0821 - Managers in agriculture,2023,3,0,0,0,3
Yukon,0823 - Managers in aquaculture,2023,Nan,Nan,Nan,Nan,Nan
Yukon,"2123 - Agricultural representatives, consultants and specialists",2023,0,0,0,0,0
Yukon,2222 - Agricultural and fish products inspectors,2023,Nan,Nan,Nan,Nan,Nan
Yukon,2225 - Landscape and horticulture technicians and specialists,2023,Nan,Nan,Nan,Nan,Nan
Yukon,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2023,Nan,Nan,Nan,Nan,Nan
Yukon,8431 - General farm workers,2023,0,0,0,0,0
Yukon,8432 - Nursery and greenhouse workers,2023,0,0,0,0,0
Yukon,8611 - Harvesting labourers,2023,Nan,Nan,Nan,Nan,Nan
Yukon,0821 - Managers in agriculture,2024,0,3,0,0,3
Yukon,0823 - Managers in aquaculture,2024,Nan,Nan,Nan,Nan,Nan
Yukon,"2123 - Agricultural representatives, consultants and specialists",2024,0,0,0,0,0
Yukon,2222 - Agricultural and fish products inspectors,2024,Nan,Nan,Nan,Nan,Nan
Yukon,2225 - Landscape and horticulture technicians and specialists,2024,Nan,Nan,Nan,Nan,Nan
Yukon,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2024,Nan,Nan,Nan,Nan,Nan
Yukon,8431 - General farm workers,2024,0,0,0,0,0
Yukon,8432 - Nursery and greenhouse workers,2024,0,0,0,0,0
Yukon,8611 - Harvesting labourers,2024,Nan,Nan,Nan,Nan,Nan
Northwest Territories,0821 - Managers in agriculture,2018,0,0,0,0,0
Northwest Territories,0823 - Managers in aquaculture,2018,0,0,0,0,0
Northwest Territories,"2123 - Agricultural representatives, consultants and specialists",2018,0,0,0,0,0
Northwest Territories,2222 - Agricultural and fish products inspectors,2018,Nan,Nan,Nan,Nan,Nan
Northwest Territories,2225 - Landscape and horticulture technicians and specialists,2018,0,0,0,0,0
Northwest Territories,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2018,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8431 - General farm workers,2018,0,0,0,0,0
Northwest Territories,8432 - Nursery and greenhouse workers,2018,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8611 - Harvesting labourers,2018,Nan,Nan,Nan,Nan,Nan
Northwest Territories,0821 - Managers in agriculture,2019,0,0,0,0,0
Northwest Territories,0823 - Managers in aquaculture,2019,0,3,0,0,3
Northwest Territories,"2123 - Agricultural representatives, consultants and specialists",2019,0,0,0,0,0
Northwest Territories,2222 - Agricultural and fish products inspectors,2019,Nan,Nan,Nan,Nan,Nan
Northwest Territories,2225 - Landscape and horticulture technicians and specialists,2019,0,0,0,0,0
Northwest Territories,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2019,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8431 - General farm workers,2019,0,0,0,0,0
Northwest Territories,8432 - Nursery and greenhouse workers,2019,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8611 - Harvesting labourers,2019,Nan,Nan,Nan,Nan,Nan
Northwest Territories,0821 - Managers in agriculture,2020,0,0,0,0,0
Northwest Territories,0823 - Managers in aquaculture,2020,0,0,0,0,0
Northwest Territories,"2123 - Agricultural representatives, consultants and specialists",2020,0,0,3,0,3
Northwest Territories,2222 - Agricultural and fish products inspectors,2020,Nan,Nan,Nan,Nan,Nan
Northwest Territories,2225 - Landscape and horticulture technicians and specialists,2020,0,0,0,0,0
Northwest Territories,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2020,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8431 - General farm workers,2020,0,0,0,0,0
Northwest Territories,8432 - Nursery and greenhouse workers,2020,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8611 - Harvesting labourers,2020,Nan,Nan,Nan,Nan,Nan
Northwest Territories,0821 - Managers in agriculture,2021,0,0,0,0,0
Northwest Territories,0823 - Managers in aquaculture,2021,0,0,0,0,0
Northwest Territories,"2123 - Agricultural representatives, consultants and specialists",2021,0,0,0,0,0
Northwest Territories,2222 - Agricultural and fish products inspectors,2021,Nan,Nan,Nan,Nan,Nan
Northwest Territories,2225 - Landscape and horticulture technicians and specialists,2021,0,0,0,0,0
Northwest Territories,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2021,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8431 - General farm workers,2021,0,3,0,0,3
Northwest Territories,8432 - Nursery and greenhouse workers,2021,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8611 - Harvesting labourers,2021,Nan,Nan,Nan,Nan,Nan
Northwest Territories,0821 - Managers in agriculture,2022,3,0,0,0,3
Northwest Territories,0823 - Managers in aquaculture,2022,0,0,0,0,0
Northwest Territories,"2123 - Agricultural representatives, consultants and specialists",2022,0,0,0,0,0
Northwest Territories,2222 - Agricultural and fish products inspectors,2022,Nan,Nan,Nan,Nan,Nan
Northwest Territories,2225 - Landscape and horticulture technicians and specialists,2022,0,0,0,0,0
Northwest Territories,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2022,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8431 - General farm workers,2022,0,0,0,0,0
Northwest Territories,8432 - Nursery and greenhouse workers,2022,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8611 - Harvesting labourers,2022,Nan,Nan,Nan,Nan,Nan
Northwest Territories,0821 - Managers in agriculture,2023,0,0,0,0,0
Northwest Territories,0823 - Managers in aquaculture,2023,0,0,0,0,0
Northwest Territories,"2123 - Agricultural representatives, consultants and specialists",2023,0,0,0,0,0
Northwest Territories,2222 - Agricultural and fish products inspectors,2023,Nan,Nan,Nan,Nan,Nan
Northwest Territories,2225 - Landscape and horticulture technicians and specialists,2023,0,0,0,0,0
Northwest Territories,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2023,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8431 - General farm workers,2023,0,0,0,0,0
Northwest Territories,8432 - Nursery and greenhouse workers,2023,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8611 - Harvesting labourers,2023,Nan,Nan,Nan,Nan,Nan
Northwest Territories,0821 - Managers in agriculture,2024,0,0,0,0,0
Northwest Territories,0823 - Managers in aquaculture,2024,0,0,0,0,0
Northwest Territories,"2123 - Agricultural representatives, consultants and specialists",2024,0,0,0,0,0
Northwest Territories,2222 - Agricultural and fish products inspectors,2024,Nan,Nan,Nan,Nan,Nan
Northwest Territories,2225 - Landscape and horticulture technicians and specialists,2024,0,0,0,0,0
Northwest Territories,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2024,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8431 - General farm workers,2024,0,0,0,0,0
Northwest Territories,8432 - Nursery and greenhouse workers,2024,Nan,Nan,Nan,Nan,Nan
Northwest Territories,8611 - Harvesting labourers,2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,0821 - Managers in agriculture,2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,0823 - Managers in aquaculture,2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,"2123 - Agricultural representatives, consultants and specialists",2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,2222 - Agricultural and fish products inspectors,2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,2225 - Landscape and horticulture technicians and specialists,2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,8431 - General farm workers,2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,8432 - Nursery and greenhouse workers,2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,8611 - Harvesting labourers,2018,Nan,Nan,Nan,Nan,Nan
Nunavut ,0821 - Managers in agriculture,2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,0823 - Managers in aquaculture,2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,"2123 - Agricultural representatives, consultants and specialists",2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,2222 - Agricultural and fish products inspectors,2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,2225 - Landscape and horticulture technicians and specialists,2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,8431 - General farm workers,2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,8432 - Nursery and greenhouse workers,2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,8611 - Harvesting labourers,2019,Nan,Nan,Nan,Nan,Nan
Nunavut ,0821 - Managers in agriculture,2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,0823 - Managers in aquaculture,2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,"2123 - Agricultural representatives, consultants and specialists",2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,2222 - Agricultural and fish products inspectors,2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,2225 - Landscape and horticulture technicians and specialists,2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,8431 - General farm workers,2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,8432 - Nursery and greenhouse workers,2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,8611 - Harvesting labourers,2020,Nan,Nan,Nan,Nan,Nan
Nunavut ,0821 - Managers in agriculture,2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,0823 - Managers in aquaculture,2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,"2123 - Agricultural representatives, consultants and specialists",2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,2222 - Agricultural and fish products inspectors,2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,2225 - Landscape and horticulture technicians and specialists,2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,8431 - General farm workers,2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,8432 - Nursery and greenhouse workers,2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,8611 - Harvesting labourers,2021,Nan,Nan,Nan,Nan,Nan
Nunavut ,0821 - Managers in agriculture,2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,0823 - Managers in aquaculture,2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,"2123 - Agricultural representatives, consultants and specialists",2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,2222 - Agricultural and fish products inspectors,2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,2225 - Landscape and horticulture technicians and specialists,2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,8431 - General farm workers,2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,8432 - Nursery and greenhouse workers,2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,8611 - Harvesting labourers,2022,Nan,Nan,Nan,Nan,Nan
Nunavut ,0821 - Managers in agriculture,2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,0823 - Managers in aquaculture,2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,"2123 - Agricultural representatives, consultants and specialists",2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,2222 - Agricultural and fish products inspectors,2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,2225 - Landscape and horticulture technicians and specialists,2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,8431 - General farm workers,2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,8432 - Nursery and greenhouse workers,2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,8611 - Harvesting labourers,2023,Nan,Nan,Nan,Nan,Nan
Nunavut ,0821 - Managers in agriculture,2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,0823 - Managers in aquaculture,2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,"2123 - Agricultural representatives, consultants and specialists",2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,2222 - Agricultural and fish products inspectors,2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,2225 - Landscape and horticulture technicians and specialists,2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,"8252 - Agricultural service contractors, farm supervisors and specialized livestock workers",2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,8431 - General farm workers,2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,8432 - Nursery and greenhouse workers,2024,Nan,Nan,Nan,Nan,Nan
Nunavut ,8611 - Harvesting labourers,2024,Nan,Nan,Nan,Nan,Nan
NewfoundLand,1243 - Medical administrative assistants,2018,0,0,0,0,0
NewfoundLand,3113 - Dentists,2018,0,0,0,0,0
NewfoundLand,3114 - Veterinarians,2018,3,3,3,3,5
NewfoundLand,3124 - Allied primary health practitioners,2018,0,0,0,0,0
NewfoundLand,3125 - Other professional occupations in health diagnosing and treating,2018,0,0,0,0,0
NewfoundLand,3132 - Dietitians and nutritionists,2018,3,0,0,0,3
NewfoundLand,3141 - Audiologists and speech-language pathologists,2018,0,0,0,0,0
NewfoundLand,3142 - Physiotherapists,2018,0,0,0,0,0
NewfoundLand,3211 - Medical laboratory technologists,2018,0,0,0,0,0
NewfoundLand,"3223 - Dental technologists, technicians and laboratory assistants",2018,0,0,0,0,0
NewfoundLand,3232 - Practitioners of natural healing,2018,0,0,0,0,0
NewfoundLand,3233 - Licensed practical nurses,2018,3,0,0,0,3
NewfoundLand,3234 - Paramedical occupations,2018,0,0,0,0,0
NewfoundLand,3237 - Other technical occupations in therapy and assessment,2018,0,3,0,0,3
NewfoundLand,3411 - Dental assistants,2018,0,0,0,0,0
NewfoundLand,"3413 - Nurse aides, orderlies and patient service associates",2018,3,3,0,0,5
NewfoundLand,3414 - Other assisting occupations in support of health services,2018,0,0,0,0,0
NewfoundLand,4151 - Psychologists,2018,0,0,0,0,0
NewfoundLand,1243 - Medical administrative assistants,2019,0,0,0,0,0
NewfoundLand,3113 - Dentists,2019,0,0,0,0,0
NewfoundLand,3114 - Veterinarians,2019,0,3,0,3,3
NewfoundLand,3124 - Allied primary health practitioners,2019,0,0,0,0,0
NewfoundLand,3125 - Other professional occupations in health diagnosing and treating,2019,0,3,0,0,3
NewfoundLand,3132 - Dietitians and nutritionists,2019,0,0,0,0,0
NewfoundLand,3141 - Audiologists and speech-language pathologists,2019,0,0,0,0,0
NewfoundLand,3142 - Physiotherapists,2019,0,0,0,0,0
NewfoundLand,3211 - Medical laboratory technologists,2019,3,0,0,0,3
NewfoundLand,"3223 - Dental technologists, technicians and laboratory assistants",2019,0,3,0,0,3
NewfoundLand,3232 - Practitioners of natural healing,2019,0,0,0,0,0
NewfoundLand,3233 - Licensed practical nurses,2019,3,3,3,3,10
NewfoundLand,3234 - Paramedical occupations,2019,0,0,0,0,0
NewfoundLand,3237 - Other technical occupations in therapy and assessment,2019,0,0,0,0,0
NewfoundLand,3411 - Dental assistants,2019,0,0,3,0,3
NewfoundLand,"3413 - Nurse aides, orderlies and patient service associates",2019,0,3,10,3,20
NewfoundLand,3414 - Other assisting occupations in support of health services,2019,0,0,0,0,0
NewfoundLand,4151 - Psychologists,2019,0,0,0,0,0
NewfoundLand,1243 - Medical administrative assistants,2020,0,0,0,0,0
NewfoundLand,3113 - Dentists,2020,0,0,0,0,0
NewfoundLand,3114 - Veterinarians,2020,3,0,0,0,3
NewfoundLand,3124 - Allied primary health practitioners,2020,0,0,0,0,0
NewfoundLand,3125 - Other professional occupations in health diagnosing and treating,2020,0,0,0,0,0
NewfoundLand,3132 - Dietitians and nutritionists,2020,0,0,0,0,0
NewfoundLand,3141 - Audiologists and speech-language pathologists,2020,0,0,3,0,3
NewfoundLand,3142 - Physiotherapists,2020,0,0,0,0,0
NewfoundLand,3211 - Medical laboratory technologists,2020,0,0,0,0,0
NewfoundLand,"3223 - Dental technologists, technicians and laboratory assistants",2020,0,0,3,0,3
NewfoundLand,3232 - Practitioners of natural healing,2020,0,0,0,0,0
NewfoundLand,3233 - Licensed practical nurses,2020,3,3,5,3,15
NewfoundLand,3234 - Paramedical occupations,2020,0,0,0,0,0
NewfoundLand,3237 - Other technical occupations in therapy and assessment,2020,0,0,0,0,0
NewfoundLand,3411 - Dental assistants,2020,0,0,0,0,0
NewfoundLand,"3413 - Nurse aides, orderlies and patient service associates",2020,3,0,10,3,15
NewfoundLand,3414 - Other assisting occupations in support of health services,2020,3,0,0,0,3
NewfoundLand,4151 - Psychologists,2020,0,0,0,0,0
NewfoundLand,1243 - Medical administrative assistants,2021,0,0,0,0,0
NewfoundLand,3113 - Dentists,2021,0,0,0,0,0
NewfoundLand,3114 - Veterinarians,2021,3,3,3,3,3
NewfoundLand,3124 - Allied primary health practitioners,2021,0,0,0,0,0
NewfoundLand,3125 - Other professional occupations in health diagnosing and treating,2021,0,0,0,0,0
NewfoundLand,3132 - Dietitians and nutritionists,2021,0,0,0,0,0
NewfoundLand,3141 - Audiologists and speech-language pathologists,2021,0,0,0,0,0
NewfoundLand,3142 - Physiotherapists,2021,0,0,0,0,0
NewfoundLand,3211 - Medical laboratory technologists,2021,0,0,0,0,0
NewfoundLand,"3223 - Dental technologists, technicians and laboratory assistants",2021,0,3,0,0,3
NewfoundLand,3232 - Practitioners of natural healing,2021,0,0,0,0,0
NewfoundLand,3233 - Licensed practical nurses,2021,0,3,3,0,5
NewfoundLand,3234 - Paramedical occupations,2021,0,0,0,0,0
NewfoundLand,3237 - Other technical occupations in therapy and assessment,2021,0,0,0,0,0
NewfoundLand,3411 - Dental assistants,2021,0,0,0,0,0
NewfoundLand,"3413 - Nurse aides, orderlies and patient service associates",2021,15,10,10,15,50
NewfoundLand,3414 - Other assisting occupations in support of health services,2021,0,0,0,0,0
NewfoundLand,4151 - Psychologists,2021,0,0,0,0,0
NewfoundLand,1243 - Medical administrative assistants,2022,0,0,0,0,0
NewfoundLand,3113 - Dentists,2022,3,0,0,0,3
NewfoundLand,3114 - Veterinarians,2022,3,0,0,0,3
NewfoundLand,3124 - Allied primary health practitioners,2022,0,0,0,0,0
NewfoundLand,3125 - Other professional occupations in health diagnosing and treating,2022,0,0,0,0,0
NewfoundLand,3132 - Dietitians and nutritionists,2022,0,0,0,0,0
NewfoundLand,3141 - Audiologists and speech-language pathologists,2022,0,0,0,0,0
NewfoundLand,3142 - Physiotherapists,2022,0,0,0,0,0
NewfoundLand,3211 - Medical laboratory technologists,2022,0,0,0,0,0
NewfoundLand,"3223 - Dental technologists, technicians and laboratory assistants",2022,0,0,3,0,3
NewfoundLand,3232 - Practitioners of natural healing,2022,0,0,0,0,0
NewfoundLand,3233 - Licensed practical nurses,2022,0,0,3,0,3
NewfoundLand,3234 - Paramedical occupations,2022,0,0,3,0,3
NewfoundLand,3237 - Other technical occupations in therapy and assessment,2022,0,0,0,0,0
NewfoundLand,3411 - Dental assistants,2022,0,0,0,0,0
NewfoundLand,"3413 - Nurse aides, orderlies and patient service associates",2022,15,15,25,25,75
NewfoundLand,3414 - Other assisting occupations in support of health services,2022,0,0,3,3,3
NewfoundLand,4151 - Psychologists,2022,0,3,0,0,3
NewfoundLand,1243 - Medical administrative assistants,2023,0,3,0,0,3
NewfoundLand,3113 - Dentists,2023,0,3,0,0,3
NewfoundLand,3114 - Veterinarians,2023,3,0,3,0,3
NewfoundLand,3124 - Allied primary health practitioners,2023,0,3,0,0,3
NewfoundLand,3125 - Other professional occupations in health diagnosing and treating,2023,0,0,0,0,0
NewfoundLand,3132 - Dietitians and nutritionists,2023,0,0,0,0,0
NewfoundLand,3141 - Audiologists and speech-language pathologists,2023,0,0,0,0,0
NewfoundLand,3142 - Physiotherapists,2023,0,0,0,0,0
NewfoundLand,3211 - Medical laboratory technologists,2023,0,0,0,0,0
NewfoundLand,"3223 - Dental technologists, technicians and laboratory assistants",2023,0,0,0,0,0
NewfoundLand,3232 - Practitioners of natural healing,2023,0,0,3,0,3
NewfoundLand,3233 - Licensed practical nurses,2023,0,3,0,0,3
NewfoundLand,3234 - Paramedical occupations,2023,0,0,0,3,3
NewfoundLand,3237 - Other technical occupations in therapy and assessment,2023,0,0,0,0,0
NewfoundLand,3411 - Dental assistants,2023,0,0,0,0,0
NewfoundLand,"3413 - Nurse aides, orderlies and patient service associates",2023,25,25,25,45,120
NewfoundLand,3414 - Other assisting occupations in support of health services,2023,0,3,0,0,3
NewfoundLand,4151 - Psychologists,2023,0,0,0,0,0
NewfoundLand,1243 - Medical administrative assistants,2024,0,0,0,0,0
NewfoundLand,3113 - Dentists,2024,0,0,3,0,3
NewfoundLand,3114 - Veterinarians,2024,3,0,0,3,3
NewfoundLand,3124 - Allied primary health practitioners,2024,0,0,0,0,0
NewfoundLand,3125 - Other professional occupations in health diagnosing and treating,2024,0,0,0,0,0
NewfoundLand,3132 - Dietitians and nutritionists,2024,0,0,0,0,0
Prince Edward Island,3141 - Audiologists and speech-language pathologists,2018,0,0,0,0,0
Prince Edward Island,3142 - Physiotherapists,2018,0,0,0,0,0
Prince Edward Island,3211 - Medical laboratory technologists,2018,0,0,0,0,0
Prince Edward Island,"3223 - Dental technologists, technicians and laboratory assistants",2018,0,0,0,0,0
Prince Edward Island,3232 - Practitioners of natural healing,2018,0,0,0,0,0
Prince Edward Island,3233 - Licensed practical nurses,2018,0,15,15,0,30
Prince Edward Island,3234 - Paramedical occupations,2018,0,0,0,0,0
Prince Edward Island,3237 - Other technical occupations in therapy and assessment,2018,0,0,0,0,0
Prince Edward Island,3411 - Dental assistants,2018,0,0,0,0,0
Prince Edward Island,"3413 - Nurse aides, orderlies and patient service associates",2018,70,100,60,25,260
Prince Edward Island,3414 - Other assisting occupations in support of health services,2018,0,0,0,0,0
Prince Edward Island,4151 - Psychologists,2018,0,0,0,0,0
Prince Edward Island,3011 - Nursing co-ordinators and supervisors,2018,0,0,0,Nan,0
Prince Edward Island,3012 - Registered nurses and registered psychiatric nurses,2018,3,0,0,Nan,3
Prince Edward Island,3111 - Specialist physicians,2018,3,3,0,0,3
Prince Edward Island,3112 - General practitioners and family physicians,2018,3,0,3,0,3
Prince Edward Island,3113 - Dentists,2018,0,0,0,0,0
Prince Edward Island,3114 - Veterinarians,2018,3,0,3,0,3
Prince Edward Island,3121 - Optometrists,2018,0,0,0,0,0
Prince Edward Island,3143 - Occupational therapists,2018,0,0,0,0,0
Prince Edward Island,3211 - Medical laboratory technologists,2018,0,0,3,0,3
Prince Edward Island,3213 - Animal health technologists and veterinary technicians,2018,0,0,0,0,0
Prince Edward Island,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2018,0,0,0,0,0
Prince Edward Island,3219 - Other medical technologists and technicians (except dental health),2018,3,0,0,0,3
Prince Edward Island,"3223 - Dental technologists, technicians and laboratory assistants",2018,0,0,0,0,0
Prince Edward Island,3233 - Licensed practical nurses,2018,0,0,3,0,3
Prince Edward Island,3411 - Dental assistants,2018,0,0,0,0,0
Prince Edward Island,"3413 - Nurse aides, orderlies and patient service associates",2018,0,0,0,0,0
Prince Edward Island,4151 - Psychologists,2018,0,0,0,0,0
Prince Edward Island,3011 - Nursing co-ordinators and supervisors,2019,0,0,0,0,0
Prince Edward Island,3012 - Registered nurses and registered psychiatric nurses,2019,0,3,3,0,3
Prince Edward Island,3111 - Specialist physicians,2019,0,0,0,3,3
Prince Edward Island,3112 - General practitioners and family physicians,2019,0,0,0,0,0
Prince Edward Island,3113 - Dentists,2019,0,0,0,0,0
Prince Edward Island,3114 - Veterinarians,2019,0,0,0,3,3
Prince Edward Island,3121 - Optometrists,2019,0,0,0,0,0
Prince Edward Island,3143 - Occupational therapists,2019,0,0,0,0,0
Prince Edward Island,3211 - Medical laboratory technologists,2019,0,0,0,3,3
Prince Edward Island,3213 - Animal health technologists and veterinary technicians,2019,0,0,0,0,0
Prince Edward Island,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2019,0,0,0,0,0
Prince Edward Island,3219 - Other medical technologists and technicians (except dental health),2019,0,0,0,0,0
Prince Edward Island,"3223 - Dental technologists, technicians and laboratory assistants",2019,0,0,0,0,0
Prince Edward Island,3233 - Licensed practical nurses,2019,0,3,0,3,3
Prince Edward Island,3411 - Dental assistants,2019,0,0,0,0,0
Prince Edward Island,"3413 - Nurse aides, orderlies and patient service associates",2019,0,3,3,3,3
Prince Edward Island,4151 - Psychologists,2019,0,0,3,0,3
Prince Edward Island,3011 - Nursing co-ordinators and supervisors,2020,0,0,0,0,0
Prince Edward Island,3012 - Registered nurses and registered psychiatric nurses,2020,3,3,0,0,3
Prince Edward Island,3111 - Specialist physicians,2020,3,0,0,0,3
Prince Edward Island,3112 - General practitioners and family physicians,2020,0,0,0,0,0
